language,word,translation,family_1l,family_2l
YERI,louse,-P-R-W-R-,Tor,WAPEI_PALEI
YERI,name,-L-S-,Tor,WAPEI_PALEI
YERI,new,-H-R-K-,Tor,WAPEI_PALEI
YERI,night,-H-M-L-,Tor,WAPEI_PALEI
YERI,nose,-N-M-N-G-,Tor,WAPEI_PALEI
YERI,one,-N-P-P-,Tor,WAPEI_PALEI
YERI,see,-T-J-,Tor,WAPEI_PALEI
YERI,skin,-J-W-,Tor,WAPEI_PALEI
YERI,star,-M-W-S-,Tor,WAPEI_PALEI
YERI,sun,-W-,Tor,WAPEI_PALEI
YERI,tongue,-N-L-J-,Tor,WAPEI_PALEI
YERI,tooth,-N-J-,Tor,WAPEI_PALEI
YERI,tree,-N-M-B-L-,Tor,WAPEI_PALEI
YERI,two,-W-J-J-,Tor,WAPEI_PALEI
YERI,water,-W-L-,Tor,WAPEI_PALEI
YERI,we,-H-M-B-,Tor,WAPEI_PALEI
YERI,you,-J-,Tor,WAPEI_PALEI
YERONG,I,-K-J-W-,TK,KADAI
YERONG,blood,-K-,TK,KADAI
YERONG,bone,-K-7-D-,TK,KADAI
YERONG,breast,-CH-,TK,KADAI
YERONG,die,-L-M-,TK,KADAI
YERONG,dog,-J-,TK,KADAI
YERONG,drink,-H-M-,TK,KADAI
YERONG,ear,-H-R-W-,TK,KADAI
YERONG,eye,-T-W-,TK,KADAI
YERONG,fire,-P-J-,TK,KADAI
YERONG,full,-T-J-,TK,KADAI
YERONG,hand,-K-N-J-,TK,KADAI
YERONG,hear,-N-ZH-K-,TK,KADAI
YERONG,horn,-K-J-,TK,KADAI
YERONG,knee,-T-K-W-,TK,KADAI
YERONG,leaf,-D-J-T-J-,TK,KADAI
YERONG,louse,-K-T-J-,TK,KADAI
YERONG,name,-M-N-,TK,KADAI
YERONG,new,-M-T-,TK,KADAI
YERONG,night,-K-W-,TK,KADAI
YERONG,nose,-K-T-N-,TK,KADAI
YERONG,one,-M-,TK,KADAI
YERONG,see,-L-N-T-N-,TK,KADAI
YERONG,skin,-B-N-,TK,KADAI
YERONG,star,-K-L-W-B-,TK,KADAI
YERONG,sun,-T-W-N-N-,TK,KADAI
YERONG,tongue,-K-M-,TK,KADAI
YERONG,tooth,-C-W-,TK,KADAI
YERONG,tree,-T-J-,TK,KADAI
YERONG,two,-TH-W-,TK,KADAI
YERONG,water,-W-,TK,KADAI
YERONG,we,-P-N-T-J-,TK,KADAI
YERONG,you,-M-,TK,KADAI
YEY,I,-N-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,blood,-G-L-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,bone,-G-R-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,breast,-T-T-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,die,-L-D-L-W-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,dog,-D-W-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,drink,-W-N-D-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,ear,-D-R-K-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,eye,-C-R-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,fire,-B-N-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,hand,-S-P-R-S-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,hear,-D-D-M-R-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,knee,-S-M-R-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,leaf,-T-K-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,louse,-N-M-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,name,-C-W-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,new,-N-P-N-D-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,night,-D-G-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,nose,-T-N-G-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,one,-N-M-P-J-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,see,-C-R-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,skin,-N-G-P-R-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,star,-P-N-G-L-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,sun,-M-R-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,tongue,-M-R-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,tooth,-T-R-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,tree,-P-R-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,two,-T-P-J-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,water,-K-W-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,we,-B-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YEY,you,-B-N-N-,MUM,MOREHEAD_AND_UPPER_MARO_RIVERS
YIDDISH_EASTERN,I,-KH-,IE,GERMANIC
YIDDISH_EASTERN,blood,-D-M-,IE,GERMANIC
YIDDISH_EASTERN,bone,-B-N-,IE,GERMANIC
YIDDISH_EASTERN,breast,-B-R-S-T-,IE,GERMANIC
YIDDISH_EASTERN,die,-SH-T-R-B-,IE,GERMANIC
YIDDISH_EASTERN,dog,-H-N-T-,IE,GERMANIC
YIDDISH_EASTERN,drink,-T-R-N-K-,IE,GERMANIC
YIDDISH_EASTERN,ear,-J-R-,IE,GERMANIC
YIDDISH_EASTERN,eye,-G-,IE,GERMANIC
YIDDISH_EASTERN,fire,-F-J-R-,IE,GERMANIC
YIDDISH_EASTERN,full,-F-L-,IE,GERMANIC
YIDDISH_EASTERN,hand,-H-N-T-,IE,GERMANIC
YIDDISH_EASTERN,hear,-H-R-,IE,GERMANIC
YIDDISH_EASTERN,horn,-H-R-N-,IE,GERMANIC
YIDDISH_EASTERN,knee,-K-N-,IE,GERMANIC
YIDDISH_EASTERN,leaf,-B-L-T-,IE,GERMANIC
YIDDISH_EASTERN,louse,-L-S-,IE,GERMANIC
YIDDISH_EASTERN,name,-N-M-N-,IE,GERMANIC
YIDDISH_EASTERN,new,-N-J-,IE,GERMANIC
YIDDISH_EASTERN,night,-N-T-,IE,GERMANIC
YIDDISH_EASTERN,nose,-N-Z-,IE,GERMANIC
YIDDISH_EASTERN,one,-N-S-,IE,GERMANIC
YIDDISH_EASTERN,see,-Z-W-,IE,GERMANIC
YIDDISH_EASTERN,skin,-H-T-,IE,GERMANIC
YIDDISH_EASTERN,star,-SH-T-R-N-,IE,GERMANIC
YIDDISH_EASTERN,sun,-Z-N-,IE,GERMANIC
YIDDISH_EASTERN,tongue,-C-N-,IE,GERMANIC
YIDDISH_EASTERN,tooth,-C-N-,IE,GERMANIC
YIDDISH_EASTERN,tree,-B-M-,IE,GERMANIC
YIDDISH_EASTERN,two,-C-V-J-,IE,GERMANIC
YIDDISH_EASTERN,water,-V-S-R-,IE,GERMANIC
YIDDISH_EASTERN,we,-M-R-,IE,GERMANIC
YIDDISH_EASTERN,you,-D-,IE,GERMANIC
YIDDISH_WESTERN,I,-KH-,IE,GERMANIC
YIDDISH_WESTERN,blood,-B-L-T-,IE,GERMANIC
YIDDISH_WESTERN,bone,-B-J-N-,IE,GERMANIC
YIDDISH_WESTERN,die,-SH-T-R-B-,IE,GERMANIC
YIDDISH_WESTERN,dog,-K-J-L-V-,IE,GERMANIC
YIDDISH_WESTERN,drink,-T-R-N-K-,IE,GERMANIC
YIDDISH_WESTERN,ear,-J-R-,IE,GERMANIC
YIDDISH_WESTERN,eye,-J-G-,IE,GERMANIC
YIDDISH_WESTERN,fire,-F-J-R-,IE,GERMANIC
YIDDISH_WESTERN,full,-F-L-,IE,GERMANIC
YIDDISH_WESTERN,hand,-H-N-T-,IE,GERMANIC
YIDDISH_WESTERN,hear,-H-R-,IE,GERMANIC
YIDDISH_WESTERN,horn,-H-R-N-,IE,GERMANIC
YIDDISH_WESTERN,knee,-K-N-,IE,GERMANIC
YIDDISH_WESTERN,leaf,-B-L-T-,IE,GERMANIC
YIDDISH_WESTERN,louse,-L-J-Z-,IE,GERMANIC
YIDDISH_WESTERN,name,-N-M-N-,IE,GERMANIC
YIDDISH_WESTERN,new,-N-J-,IE,GERMANIC
YIDDISH_WESTERN,night,-N-KH-T-,IE,GERMANIC
YIDDISH_WESTERN,nose,-N-Z-,IE,GERMANIC
YIDDISH_WESTERN,one,-J-N-,IE,GERMANIC
YIDDISH_WESTERN,see,-Z-,IE,GERMANIC
YIDDISH_WESTERN,skin,-H-J-T-,IE,GERMANIC
YIDDISH_WESTERN,star,-SH-T-R-N-,IE,GERMANIC
YIDDISH_WESTERN,sun,-Z-N-,IE,GERMANIC
YIDDISH_WESTERN,tongue,-C-N-G-,IE,GERMANIC
YIDDISH_WESTERN,tooth,-C-N-,IE,GERMANIC
YIDDISH_WESTERN,tree,-B-J-M-,IE,GERMANIC
YIDDISH_WESTERN,two,-C-V-J-,IE,GERMANIC
YIDDISH_WESTERN,water,-V-S-R-,IE,GERMANIC
YIDDISH_WESTERN,we,-M-R-,IE,GERMANIC
YIDDISH_WESTERN,you,-D-,IE,GERMANIC
YIR_YORONT,I,-N-J-,Aus,PAMA_NYUNGAN
YIR_YORONT,blood,-K-M-W-,Aus,PAMA_NYUNGAN
YIR_YORONT,bone,-W-R-K-,Aus,PAMA_NYUNGAN
YIR_YORONT,breast,-T-J-N-,Aus,PAMA_NYUNGAN
YIR_YORONT,die,-P-L-M-R-,Aus,PAMA_NYUNGAN
YIR_YORONT,dog,-K-T-,Aus,PAMA_NYUNGAN
YIR_YORONT,drink,-M-N-M-N-,Aus,PAMA_NYUNGAN
YIR_YORONT,ear,-P-N-,Aus,PAMA_NYUNGAN
YIR_YORONT,eye,-M-L-,Aus,PAMA_NYUNGAN
YIR_YORONT,fire,-N-L-T-R-,Aus,PAMA_NYUNGAN
YIR_YORONT,full,-P-R-N-,Aus,PAMA_NYUNGAN
YIR_YORONT,hand,-W-N-L-,Aus,PAMA_NYUNGAN
YIR_YORONT,hear,-M-T-,Aus,PAMA_NYUNGAN
YIR_YORONT,horn,-P-N-N-N-,Aus,PAMA_NYUNGAN
YIR_YORONT,knee,-P-K-,Aus,PAMA_NYUNGAN
YIR_YORONT,leaf,-P-N-,Aus,PAMA_NYUNGAN
YIR_YORONT,louse,-K-N-P-N-,Aus,PAMA_NYUNGAN
YIR_YORONT,name,-NULLN-NULLNULLP-R-,Aus,PAMA_NYUNGAN
YIR_YORONT,new,-T-R-,Aus,PAMA_NYUNGAN
YIR_YORONT,night,-T-L-W-N-,Aus,PAMA_NYUNGAN
YIR_YORONT,nose,-K-W-,Aus,PAMA_NYUNGAN
YIR_YORONT,one,-J-R-,Aus,PAMA_NYUNGAN
YIR_YORONT,see,-K-R-,Aus,PAMA_NYUNGAN
YIR_YORONT,skin,-P-R-T-,Aus,PAMA_NYUNGAN
YIR_YORONT,star,-N-M-L-,Aus,PAMA_NYUNGAN
YIR_YORONT,sun,-P-N-,Aus,PAMA_NYUNGAN
YIR_YORONT,tongue,-N-L-K-R-,Aus,PAMA_NYUNGAN
YIR_YORONT,tooth,-K-N-,Aus,PAMA_NYUNGAN
YIR_YORONT,tree,-J-K-,Aus,PAMA_NYUNGAN
YIR_YORONT,two,-K-J-R-,Aus,PAMA_NYUNGAN
YIR_YORONT,water,-K-W-N-,Aus,PAMA_NYUNGAN
YIR_YORONT,we,-N-L-N-T-,Aus,PAMA_NYUNGAN
YIR_YORONT,you,-N-R-T-,Aus,PAMA_NYUNGAN
YOGAD,I,-K-,An,NORTHERN_LUZON
YOGAD,blood,-D-G-,An,NORTHERN_LUZON
YOGAD,bone,-T-L-N-,An,NORTHERN_LUZON
YOGAD,breast,-S-S-,An,NORTHERN_LUZON
YOGAD,die,-B-N-D-G-,An,NORTHERN_LUZON
YOGAD,dog,-T-,An,NORTHERN_LUZON
YOGAD,drink,-N-M-,An,NORTHERN_LUZON
YOGAD,ear,-B-M-B-N-,An,NORTHERN_LUZON
YOGAD,eye,-M-T-,An,NORTHERN_LUZON
YOGAD,fire,-F-J-,An,NORTHERN_LUZON
YOGAD,full,-P-N-,An,NORTHERN_LUZON
YOGAD,hand,-K-M-T-,An,NORTHERN_LUZON
YOGAD,hear,-S-M-,An,NORTHERN_LUZON
YOGAD,horn,-T-G-D-,An,NORTHERN_LUZON
YOGAD,knee,-T-D-,An,NORTHERN_LUZON
YOGAD,leaf,-D-N-,An,NORTHERN_LUZON
YOGAD,louse,-K-T-,An,NORTHERN_LUZON
YOGAD,name,-N-G-N-,An,NORTHERN_LUZON
YOGAD,new,-B-G-,An,NORTHERN_LUZON
YOGAD,night,-G-B-,An,NORTHERN_LUZON
YOGAD,nose,-G-N-,An,NORTHERN_LUZON
YOGAD,one,-T-T-,An,NORTHERN_LUZON
YOGAD,see,-T-,An,NORTHERN_LUZON
YOGAD,skin,-G-D-N-,An,NORTHERN_LUZON
YOGAD,star,-B-T-N-,An,NORTHERN_LUZON
YOGAD,sun,-G-W-,An,NORTHERN_LUZON
YOGAD,tongue,-D-L-,An,NORTHERN_LUZON
YOGAD,tooth,-N-P-N-,An,NORTHERN_LUZON
YOGAD,tree,-K-J-,An,NORTHERN_LUZON
YOGAD,two,-D-,An,NORTHERN_LUZON
YOGAD,water,-D-N-M-,An,NORTHERN_LUZON
YOM,I,-M-,NC,GUR
YOM,blood,-Z-,NC,GUR
YOM,bone,-K-W-,NC,GUR
YOM,breast,-B-,NC,GUR
YOM,die,-K-,NC,GUR
YOM,dog,-B-,NC,GUR
YOM,drink,-N-,NC,GUR
YOM,ear,-T-P-,NC,GUR
YOM,eye,-N-N-,NC,GUR
YOM,fire,-B-K-,NC,GUR
YOM,full,-S-L-,NC,GUR
YOM,hand,-B-K-,NC,GUR
YOM,hear,-W-M-,NC,GUR
YOM,horn,-J-L-,NC,GUR
YOM,knee,-D-N-,NC,GUR
YOM,leaf,-V-,NC,GUR
YOM,louse,-ZH-L-,NC,GUR
YOM,name,-J-L-,NC,GUR
YOM,new,-F-L-,NC,GUR
YOM,night,-N-N-,NC,GUR
YOM,nose,-M-,NC,GUR
YOM,one,-N-L-K-,NC,GUR
YOM,see,-J-L-,NC,GUR
YOM,skin,-G-B-N-,NC,GUR
YOM,star,-N-M-L-,NC,GUR
YOM,sun,-N-M-N-D-,NC,GUR
YOM,tongue,-ZH-L-N-,NC,GUR
YOM,tooth,-N-N-,NC,GUR
YOM,tree,-D-,NC,GUR
YOM,two,-L-,NC,GUR
YOM,water,-N-,NC,GUR
YOM,we,-T-,NC,GUR
YONAGUNI,I,-N-,Jap,JAPANESE
YONAGUNI,blood,-CH-,Jap,JAPANESE
YONAGUNI,bone,-H-N-,Jap,JAPANESE
YONAGUNI,breast,-CH-,Jap,JAPANESE
YONAGUNI,die,-N-R-N-,Jap,JAPANESE
YONAGUNI,drink,-N-M-N-,Jap,JAPANESE
YONAGUNI,ear,-M-N-,Jap,JAPANESE
YONAGUNI,eye,-M-,Jap,JAPANESE
YONAGUNI,fire,-CH-,Jap,JAPANESE
YONAGUNI,full,-S-P-J-,Jap,JAPANESE
YONAGUNI,hand,-T-,Jap,JAPANESE
YONAGUNI,hear,-K-N-,Jap,JAPANESE
YONAGUNI,horn,-N-N-,Jap,JAPANESE
YONAGUNI,knee,-N-B-CH-,Jap,JAPANESE
YONAGUNI,leaf,-H-,Jap,JAPANESE
YONAGUNI,louse,-CH-N-,Jap,JAPANESE
YONAGUNI,name,-N-,Jap,JAPANESE
YONAGUNI,new,-T-R-S-N-,Jap,JAPANESE
YONAGUNI,night,-D-R-,Jap,JAPANESE
YONAGUNI,nose,-H-N-B-R-,Jap,JAPANESE
YONAGUNI,one,-T-,Jap,JAPANESE
YONAGUNI,see,-N-N-,Jap,JAPANESE
YONAGUNI,skin,-K-,Jap,JAPANESE
YONAGUNI,star,-H-CH-,Jap,JAPANESE
YONAGUNI,sun,-T-D-N-,Jap,JAPANESE
YONAGUNI,tongue,-T-,Jap,JAPANESE
YONAGUNI,tooth,-H-,Jap,JAPANESE
YONAGUNI,tree,-K-,Jap,JAPANESE
YONAGUNI,two,-T-,Jap,JAPANESE
YONAGUNI,water,-M-N-,Jap,JAPANESE
YONAGUNI,we,-B-N-T-,Jap,JAPANESE
YONAGUNI,you,-N-D-,Jap,JAPANESE
YONGAN_CHINESE,I,-N-W-,ST,CHINESE
YONGAN_CHINESE,blood,-SH-J-,ST,CHINESE
YONGAN_CHINESE,bone,-K-J-,ST,CHINESE
YONGAN_CHINESE,breast,-N-,ST,CHINESE
YONGAN_CHINESE,die,-S-,ST,CHINESE
YONGAN_CHINESE,dog,-#-,ST,CHINESE
YONGAN_CHINESE,drink,-CH-J-,ST,CHINESE
YONGAN_CHINESE,ear,-N-NN-C-NN-,ST,CHINESE
YONGAN_CHINESE,eye,-M-C-,ST,CHINESE
YONGAN_CHINESE,fire,-H-W-,ST,CHINESE
YONGAN_CHINESE,full,-M-,ST,CHINESE
YONGAN_CHINESE,hand,-CH-J-W-,ST,CHINESE
YONGAN_CHINESE,hear,-T-J-NN-,ST,CHINESE
YONGAN_CHINESE,horn,-K-,ST,CHINESE
YONGAN_CHINESE,knee,-K-K-,ST,CHINESE
YONGAN_CHINESE,leaf,-N-,ST,CHINESE
YONGAN_CHINESE,louse,-S-Z-C-Z-,ST,CHINESE
YONGAN_CHINESE,name,-M-J-CH-,ST,CHINESE
YONGAN_CHINESE,new,-S-,ST,CHINESE
YONGAN_CHINESE,night,-M-H-M-,ST,CHINESE
YONGAN_CHINESE,nose,-P-,ST,CHINESE
YONGAN_CHINESE,one,-J-,ST,CHINESE
YONGAN_CHINESE,see,-J-NN-,ST,CHINESE
YONGAN_CHINESE,skin,-P-W-,ST,CHINESE
YONGAN_CHINESE,star,-S-N-,ST,CHINESE
YONGAN_CHINESE,sun,-N-T-,ST,CHINESE
YONGAN_CHINESE,tongue,-SH-J-,ST,CHINESE
YONGAN_CHINESE,tooth,-N-,ST,CHINESE
YONGAN_CHINESE,tree,-CH-,ST,CHINESE
YONGAN_CHINESE,two,-N-,ST,CHINESE
YONGAN_CHINESE,water,-SH-,ST,CHINESE
YONGAN_CHINESE,we,-N-W-M-W-,ST,CHINESE
YONGAN_CHINESE,you,-N-,ST,CHINESE
YOPNO,I,-N-K-,TNG,FINISTERRE_HUON
YOPNO,blood,-J-W-,TNG,FINISTERRE_HUON
YOPNO,bone,-K-D-T-,TNG,FINISTERRE_HUON
YOPNO,breast,-P-B-T-,TNG,FINISTERRE_HUON
YOPNO,die,-K-M-T-,TNG,FINISTERRE_HUON
YOPNO,dog,-P-N-N-,TNG,FINISTERRE_HUON
YOPNO,drink,-N-,TNG,FINISTERRE_HUON
YOPNO,ear,-M-R-K-,TNG,FINISTERRE_HUON
YOPNO,eye,-D-B-L-,TNG,FINISTERRE_HUON
YOPNO,fire,-K-N-D-P-,TNG,FINISTERRE_HUON
YOPNO,full,-T-G-S-K-,TNG,FINISTERRE_HUON
YOPNO,hand,-K-S-T-,TNG,FINISTERRE_HUON
YOPNO,hear,-N-N-D-,TNG,FINISTERRE_HUON
YOPNO,horn,-ZH-M-,TNG,FINISTERRE_HUON
YOPNO,knee,-N-W-K-,TNG,FINISTERRE_HUON
YOPNO,leaf,-T-M-,TNG,FINISTERRE_HUON
YOPNO,louse,-J-T-,TNG,FINISTERRE_HUON
YOPNO,name,-M-N-,TNG,FINISTERRE_HUON
YOPNO,new,-K-L-G-,TNG,FINISTERRE_HUON
YOPNO,night,-K-L-B-,TNG,FINISTERRE_HUON
YOPNO,nose,-T-M-N-,TNG,FINISTERRE_HUON
YOPNO,one,-K-L-N-,TNG,FINISTERRE_HUON
YOPNO,see,-K-,TNG,FINISTERRE_HUON
YOPNO,skin,-G-P-M-,TNG,FINISTERRE_HUON
YOPNO,star,-G-K-,TNG,FINISTERRE_HUON
YOPNO,sun,-G-L-D-T-,TNG,FINISTERRE_HUON
YOPNO,tongue,-M-L-,TNG,FINISTERRE_HUON
YOPNO,tooth,-G-N-,TNG,FINISTERRE_HUON
YOPNO,tree,-K-N-D-P-,TNG,FINISTERRE_HUON
YOPNO,two,-B-M-R-,TNG,FINISTERRE_HUON
YOPNO,water,-P-K-B-,TNG,FINISTERRE_HUON
YOPNO,we,-N-N-,TNG,FINISTERRE_HUON
YOPNO,you,-G-K-,TNG,FINISTERRE_HUON
YORON,I,-W-N-,Jap,JAPANESE
YORON,blood,-CH-,Jap,JAPANESE
YORON,bone,-P-N-,Jap,JAPANESE
YORON,breast,-N-G-CH-,Jap,JAPANESE
YORON,die,-SH-N-N-,Jap,JAPANESE
YORON,dog,-N-,Jap,JAPANESE
YORON,drink,-N-M-N-,Jap,JAPANESE
YORON,ear,-M-N-,Jap,JAPANESE
YORON,eye,-M-,Jap,JAPANESE
YORON,fire,-M-CH-,Jap,JAPANESE
YORON,full,-P-SH-N-,Jap,JAPANESE
YORON,hand,-T-,Jap,JAPANESE
YORON,hear,-K-K-N-,Jap,JAPANESE
YORON,horn,-CH-N-,Jap,JAPANESE
YORON,knee,-CH-N-SH-,Jap,JAPANESE
YORON,leaf,-P-,Jap,JAPANESE
YORON,louse,-S-N-,Jap,JAPANESE
YORON,name,-N-,Jap,JAPANESE
YORON,new,-M-SH-R-J-,Jap,JAPANESE
YORON,night,-J-R-,Jap,JAPANESE
YORON,nose,-P-N-,Jap,JAPANESE
YORON,one,-T-CH-,Jap,JAPANESE
YORON,see,-M-N-,Jap,JAPANESE
YORON,skin,-H-,Jap,JAPANESE
YORON,star,-P-SH-,Jap,JAPANESE
YORON,sun,-T-D-,Jap,JAPANESE
YORON,tongue,-SH-CH-,Jap,JAPANESE
YORON,tooth,-P-,Jap,JAPANESE
YORON,tree,-H-,Jap,JAPANESE
YORON,two,-T-CH-,Jap,JAPANESE
YORON,water,-M-ZH-,Jap,JAPANESE
YORON,we,-W-CH-,Jap,JAPANESE
YORON,you,-R-,Jap,JAPANESE
YORUBA,I,-M-,NC,DEFOID
YORUBA,blood,-ZH-,NC,DEFOID
YORUBA,bone,-G-NN-G-NN-,NC,DEFOID
YORUBA,breast,-NG-NN-,NC,DEFOID
YORUBA,die,-K-,NC,DEFOID
YORUBA,dog,-ZH-,NC,DEFOID
YORUBA,drink,-M-NN-,NC,DEFOID
YORUBA,ear,-T-,NC,DEFOID
YORUBA,eye,-ZH-,NC,DEFOID
YORUBA,fire,-N-NN-,NC,DEFOID
YORUBA,full,-K-NN-,NC,DEFOID
YORUBA,hand,-W-,NC,DEFOID
YORUBA,hear,-G-B-,NC,DEFOID
YORUBA,horn,-W-,NC,DEFOID
YORUBA,knee,-R-K-NN-,NC,DEFOID
YORUBA,leaf,-W-,NC,DEFOID
YORUBA,louse,-N-,NC,DEFOID
YORUBA,name,-R-K-,NC,DEFOID
YORUBA,new,-T-T-NN-,NC,DEFOID
YORUBA,night,-L-,NC,DEFOID
YORUBA,nose,-M-NN-,NC,DEFOID
YORUBA,one,-K-N-,NC,DEFOID
YORUBA,see,-R-,NC,DEFOID
YORUBA,skin,-R-,NC,DEFOID
YORUBA,star,-R-W-,NC,DEFOID
YORUBA,sun,-R-NN-,NC,DEFOID
YORUBA,tongue,-H-NN-,NC,DEFOID
YORUBA,tooth,-H-NN-,NC,DEFOID
YORUBA,tree,-G-,NC,DEFOID
YORUBA,two,-ZH-,NC,DEFOID
YORUBA,water,-M-,NC,DEFOID
YORUBA,we,-W-,NC,DEFOID
YORUBA,you,-W-,NC,DEFOID
YUANJIANG_TAI,I,-K-W-,TK,KAM_TAI
YUANJIANG_TAI,blood,-L-T-,TK,KAM_TAI
YUANJIANG_TAI,bone,-L-W-,TK,KAM_TAI
YUANJIANG_TAI,breast,-C-7-,TK,KAM_TAI
YUANJIANG_TAI,die,-H-J-,TK,KAM_TAI
YUANJIANG_TAI,dog,-M-,TK,KAM_TAI
YUANJIANG_TAI,drink,-C-,TK,KAM_TAI
YUANJIANG_TAI,ear,-C-,TK,KAM_TAI
YUANJIANG_TAI,eye,-H-,TK,KAM_TAI
YUANJIANG_TAI,fire,-F-J-,TK,KAM_TAI
YUANJIANG_TAI,full,-T-M-,TK,KAM_TAI
YUANJIANG_TAI,hand,-M-,TK,KAM_TAI
YUANJIANG_TAI,hear,-L-J-NG-N-,TK,KAM_TAI
YUANJIANG_TAI,horn,-KH-W-,TK,KAM_TAI
YUANJIANG_TAI,knee,-V-KH-W-,TK,KAM_TAI
YUANJIANG_TAI,leaf,-V-W-,TK,KAM_TAI
YUANJIANG_TAI,louse,-H-W-,TK,KAM_TAI
YUANJIANG_TAI,name,-C-,TK,KAM_TAI
YUANJIANG_TAI,new,-M-W-,TK,KAM_TAI
YUANJIANG_TAI,night,-C-KH-N-,TK,KAM_TAI
YUANJIANG_TAI,nose,-L-N-,TK,KAM_TAI
YUANJIANG_TAI,one,-N-N-,TK,KAM_TAI
YUANJIANG_TAI,see,-V-N-,TK,KAM_TAI
YUANJIANG_TAI,skin,-N-N-,TK,KAM_TAI
YUANJIANG_TAI,star,-L-W-,TK,KAM_TAI
YUANJIANG_TAI,sun,-H-V-N-,TK,KAM_TAI
YUANJIANG_TAI,tongue,-L-N-,TK,KAM_TAI
YUANJIANG_TAI,tooth,-SH-J-,TK,KAM_TAI
YUANJIANG_TAI,tree,-M-J-,TK,KAM_TAI
YUANJIANG_TAI,two,-L-N-,TK,KAM_TAI
YUANJIANG_TAI,water,-N-M-,TK,KAM_TAI
YUANJIANG_TAI,we,-H-W-,TK,KAM_TAI
YUANJIANG_TAI,you,-M-,TK,KAM_TAI
YUANYANG_TAI,I,-K-W-,TK,KAM_TAI
YUANYANG_TAI,blood,-L-T-,TK,KAM_TAI
YUANYANG_TAI,bone,-L-K-,TK,KAM_TAI
YUANYANG_TAI,breast,-#-,TK,KAM_TAI
YUANYANG_TAI,die,-T-J-,TK,KAM_TAI
YUANYANG_TAI,dog,-M-,TK,KAM_TAI
YUANYANG_TAI,drink,-K-N-,TK,KAM_TAI
YUANYANG_TAI,ear,-H-,TK,KAM_TAI
YUANYANG_TAI,eye,-T-,TK,KAM_TAI
YUANYANG_TAI,fire,-F-J-,TK,KAM_TAI
YUANYANG_TAI,full,-T-M-,TK,KAM_TAI
YUANYANG_TAI,hand,-M-,TK,KAM_TAI
YUANYANG_TAI,hear,-L-J-J-N-,TK,KAM_TAI
YUANYANG_TAI,horn,-KH-W-,TK,KAM_TAI
YUANYANG_TAI,knee,-H-KH-W-,TK,KAM_TAI
YUANYANG_TAI,leaf,-V-W-,TK,KAM_TAI
YUANYANG_TAI,louse,-H-W-,TK,KAM_TAI
YUANYANG_TAI,name,-C-,TK,KAM_TAI
YUANYANG_TAI,new,-M-W-,TK,KAM_TAI
YUANYANG_TAI,night,-K-N-KH-N-,TK,KAM_TAI
YUANYANG_TAI,nose,-L-N-,TK,KAM_TAI
YUANYANG_TAI,one,-N-N-,TK,KAM_TAI
YUANYANG_TAI,see,-H-N-,TK,KAM_TAI
YUANYANG_TAI,skin,-N-N-,TK,KAM_TAI
YUANYANG_TAI,star,-L-W-,TK,KAM_TAI
YUANYANG_TAI,sun,-T-V-N-,TK,KAM_TAI
YUANYANG_TAI,tongue,-L-N-,TK,KAM_TAI
YUANYANG_TAI,tooth,-KH-J-,TK,KAM_TAI
YUANYANG_TAI,tree,-K-M-J-,TK,KAM_TAI
YUANYANG_TAI,two,-S-N-,TK,KAM_TAI
YUANYANG_TAI,water,-N-M-,TK,KAM_TAI
